법령명,조문명
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제7조 산업재해 예방에 관한 기본계획의 수립ㆍ공표
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제6조 근로자의 의무
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제5조 사업주 등의 의무
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제4조의3 지방자치단체의 산업재해 예방 활동 등
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제4조의2 지방자치단체의 책무
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제4조 정부의 책무
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제3조 적용 범위
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제2조 정의
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제1조 제1장 총칙
"산업안전보건법[시행2024. 5. 17.] [법률 제19591호,2023. 8. 8., 타법개정]",제1조 목적
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제119조 제11장 벌칙
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제119조 과태료의 부과기준
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제118조 규제의 재검토
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제117조 민감정보 및 고유식별정보의 처리
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제116조 업무의 위탁
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제115조 권한의 위임
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제114조 도급금지 등 의무위반에 따른 과징금의 부과 및 납부
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제113조 도급금지 등 의무위반에 따른 과징금 및 가산금
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제112조 과징금의 부과 및 납부
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제111조 과징금의 부과기준
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제110조 제재 요청 대상 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제109조의2 보조ㆍ지원의 취소에 따른 추가 환수
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제109조 제10장 보칙
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제109조 산업재해 예방사업의 지원
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제108조 손해배상을 위한 보증보험 가입 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제107조 연수교육의 제외 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제106조 자격시험 실시기관
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제105조 합격자의 결정 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제104조 자격시험의 일부면제
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제103조 자격시험의 실시 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제102조 산업안전지도사 등의 업무 영역별 종류 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제101조 제9장 산업안전지도사 및 산업보건지도사
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제101조 산업안전지도사 등의 직무
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제100조 교육기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제99조 유해ㆍ위험작업에 대한 근로시간 제한 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제98조 특수건강진단기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제97조 특수건강진단기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제96조의2 휴게시설 설치ㆍ관리기준 준수 대상 사업장의 사업주
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제96조 작업환경측정기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제95조 제8장 근로자 보건관리
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제95조 작업환경측정기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제94조 석면해체ㆍ제거업자를 통한 석면해체ㆍ제거 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제93조 석면해체ㆍ제거업자의 등록 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제92조 석면해체ㆍ제거업자의 등록 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제91조 석면조사기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제90조 석면조사기관의 지정 요건 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제89조 기관석면조사 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제88조 허가 대상 유해물질
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제87조 제조 등이 금지되는 유해물질
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제86조 물질안전보건자료의 작성ㆍ제출 제외 대상 화학물질 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제85조 유해성ㆍ위험성 조사 제외 화학물질
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제84조 제7장 유해ㆍ위험물질에 대한 조치
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제84조 유해인자 허용기준 이하 유지 대상 유해인자
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제83조 성능시험 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제82조 자율안전검사기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제81조 자율안전검사기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제80조 안전검사기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제79조 안전검사기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제78조 안전검사대상기계등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제77조 자율안전확인대상기계등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제76조 안전인증기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제75조 안전인증기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제74조 안전인증대상기계등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제73조 타워크레인 설치ㆍ해체업의 등록 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제72조 타워크레인 설치ㆍ해체업의 등록요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제71조 대여자 등이 안전조치 등을 해야 하는 기계ㆍ기구 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제70조 제6장 유해ㆍ위험 기계 등에 대한 조치
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제70조 방호조치를 해야 하는 유해하거나 위험한 기계ㆍ기구
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제69조 산업재해 예방 조치 시행 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제68조 안전 및 보건 교육 대상 특수형태근로종사자
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제67조 특수형태근로종사자의 범위 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제66조 기계ㆍ기구 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제65조 노사협의체의 운영 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제64조 노사협의체의 구성
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제63조 노사협의체의 설치 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제62조 건설재해예방전문지도기관의 지정신청 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제61조 건설재해예방전문지도기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제60조 건설재해예방전문지도기관의 지도 기준
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제59조 기술지도계약 체결 대상 건설공사 및 체결 시기
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제58조 설계변경 요청 대상 및 전문가의 범위
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제57조 안전보건조정자의 업무
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제56조 안전보건조정자의 선임 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제55조의2 안전보건전문가
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제55조 산업재해 예방 조치 대상 건설공사
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제54조 질식 또는 붕괴의 위험이 있는 작업
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제53조의2 도급에 따른 산업재해 예방조치
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제53조 안전보건총괄책임자의 직무 등
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제52조 안전보건총괄책임자 지정 대상사업
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제51조 제5장 도급 시 산업재해 예방
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제51조 도급승인 대상 작업
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제50조 안전보건개선계획 수립 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제49조 안전보건진단을 받아 안전보건개선계획을 수립할 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제48조 안전보건진단기관의 지정 취소 등의 사유
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제47조 안전보건진단기관의 지정 요건
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제46조 안전보건진단의 종류 및 내용
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제45조 공정안전보고서의 제출
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제44조 공정안전보고서의 내용
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제43조 공정안전보고서의 제출 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제42조 유해위험방지계획서 제출 대상
"산업안전보건법 시행령[시행2025. 1. 31.] [대통령령 제35240호,2025. 1. 31., 일부개정]",제41조 제4장 유해ㆍ위험 방지 조치
